A	B	C	D	E11	E22	G12	G23	Mass	Load
28.14336	13.8684	13.60935	26.5182	145.95	8.835804	5.384496	3.020392	0.833791	42.054
34.85052	12.2088	15.5517	34.314	145.23971	8.235027	4.753152	3.510068	0.897996	50.567
37.53	12.99624	17.77815	28.5795	136.47437	7.994214	4.686864	2.661071	0.897489	51.515
33.02712	13.66224	12.73065	35.2125	151.33486	9.030366	5.351328	3.103255	0.884025	48.319
34.42248	12.621	15.47235	36.4944	139.85624	7.68285	4.163616	3.26151	0.905146	48.381
42.28668	11.12532	15.0231	34.6179	157.47032	7.996644	5.29944	2.824906	0.927027	58.88
34.83468	11.70672	18.12825	32.4774	135.55697	7.018812	4.636416	3.207508	0.900804	49.037
37.3716	10.49628	14.3823	24.4836	159.01461	8.008794	4.751712	2.841677	0.862254	51.723
38.3706	9.9414	16.4304	34.5783	156.46952	7.884702	5.409024	3.313652	0.914769	56.1
42.7626	11.04072	14.91075	30.2313	145.07291	6.926391	4.470624	3.404885	0.910859	53.97
41.82696	11.11476	11.79255	31.0107	139.64635	8.247177	4.653696	3.062304	0.896887	48.101
30.06216	10.3008	15.79605	27.8529	128.62782	7.300935	4.31928	2.681562	0.850224	37.177
34.61256	14.37576	13.11375	26.6901	145.6581	7.865262	5.449392	2.93291	0.860767	49.297
38.67156	9.49212	14.00565	24.3777	125.78805	8.626662	4.672416	3.422555	0.864141	42.592
33.0588	12.29856	14.739	28.5267	128.25113	8.169336	4.104528	3.491468	0.864247	41.615
35.94456	14.0058	14.54085	33.0456	119.69429	7.086852	5.101968	3.204718	0.896101	44.061
36.9594	10.26912	11.92455	31.2222	151.58506	7.585569	4.235664	2.971071	0.876494	44.488
42.36624	13.4772	15.21465	31.5261	155.50903	9.234729	4.503792	3.084655	0.919377	64.057
35.07228	12.78492	17.91015	31.0239	124.62045	7.011522	5.312448	3.082764	0.896783	47.122
41.85864	14.5554	11.9973	26.9148	132.1751	8.152326	4.8108	3.26337	0.887953	48.933
39.7818	14.50788	14.83155	32.9928	151.50166	8.899065	5.401824	3.329462	0.914239	60.229
35.12016	10.62852	14.61345	35.0937	147.11899	6.89715	5.26344	2.899399	0.896207	48.967
33.56604	12.88524	15.5451	23.8491	144.44741	8.108505	4.521072	3.56128	0.853038	48.221
43.07976	10.81344	12.354	27.7074	130.21381	7.651179	5.05152	2.741113	0.891014	45.996
30.26808	12.73728	17.1438	30.8259	134.13778	7.320375	4.116048	3.387184	0.872315	44.357
39.29004	13.40328	12.43335	25.3026	145.533	8.130375	4.81944	2.63593	0.870581	49.82
35.97624	10.63908	15.49215	29.9802	143.57032	6.989571	4.624848	2.668511	0.882976	48.218
31.34628	11.34204	15.5649	23.6115	149.45697	7.427457	4.201104	2.798835	0.839841	42.384
30.8232	14.40744	17.59305	25.4745	136.72457	7.541748	4.456224	3.389044	0.859245	47.94
31.60008	10.60728	14.21715	31.0638	125.12085	7.089363	5.400384	2.762534	0.863312	37.435
38.6874	13.29228	13.2657	25.6329	150.45777	9.205569	4.254432	3.314582	0.872577	51.461
29.99844	13.509	15.19485	36.1374	126.74854	8.079345	4.80504	3.296881	0.885065	39.942
31.63176	9.93084	16.99845	24.642	123.70166	7.923663	4.874256	2.94035	0.848712	37.629
28.09584	12.9012	15.3732	31.0902	136.97616	7.780131	5.225952	3.214049	0.856901	40.734
38.7036	11.88636	17.6394	30.6012	139.56295	8.089065	4.291872	3.093025	0.907951	51.993
42.55632	12.22464	14.4417	24.7344	154.08984	7.848252	5.28648	2.815606	0.888521	58.539
28.73016	12.14004	14.3559	27.8925	133.38579	7.352046	4.09584	3.038093	0.841538	37.712
43.12728	10.52808	15.67725	26.2275	118.1917	8.203356	5.015472	3.012952	0.899025	47.851
36.64224	10.0524	13.7283	29.8215	134.76328	8.037954	5.50992	2.837957	0.876872	44.804
33.34428	13.78908	14.30295	24.1929	147.66109	9.30042	4.898736	2.833276	0.849966	48.913
28.46052	9.97308	13.06755	28.0512	154.17324	7.853112	5.26056	3.285721	0.832184	41.309
36.57888	13.63584	15.0033	30.4293	141.52563	7.215804	4.882896	2.704812	0.889956	50.046
33.86736	9.85152	15.75645	24.7875	126.66514	7.66584	4.990992	3.515648	0.853372	40.217
28.68264	9.90972	15.18165	35.8602	126.12304	8.677692	4.522512	2.94686	0.873599	37.079
37.4508	10.6866	17.54685	34.6311	128.20943	7.227954	4.744512	2.685282	0.91672	47.093
30.2364	9.38112	14.1312	27.681	143.52862	7.69743	4.707024	2.809096	0.841916	39.607
34.26372	14.46564	16.1859	27.615	148.45478	8.106075	4.3092	2.684352	0.875954	51.861
35.5482	13.07028	12.98175	24.6024	129.04482	8.665542	5.452272	2.772764	0.853759	44.182
37.48248	11.78592	16.07355	29.7291	150.41607	9.086337	4.08576	2.94593	0.892538	52.162
30.36312	11.22048	13.2195	34.8822	124.11866	8.303148	5.04864	3.520329	0.870023	37.067
34.53336	13.34508	17.81115	36.2301	145.6164	7.811721	4.692624	2.920789	0.915508	53.763
39.32172	14.6136	16.2189	33.3231	158.84781	7.782561	4.7964	2.95895	0.919633	65.27
38.43396	9.56616	15.6375	23.6379	144.19721	8.200926	5.02128	3.372304	0.867253	49.293
29.3166	12.58404	16.32465	25.3158	121.82377	8.728803	4.678176	2.773694	0.843261	36.946
40.78044	10.51752	12.876	35.1465	130.33891	8.648532	5.309568	2.712252	0.912916	46.782
43.61868	11.52696	16.31805	26.3994	136.22417	7.957683	4.178016	3.376954	0.906133	56.247
37.64124	9.8832	14.673	25.0251	152.71235	8.412579	5.476752	3.003652	0.865763	51.055
33.09048	14.27532	12.10965	29.4912	148.62158	7.71444	4.652256	2.692722	0.86044	45.515
37.72044	14.5026	13.70175	29.7159	145.8249	6.955551	5.140896	3.174927	0.888096	51.736
37.95804	10.72884	15.38655	26.8752	121.36368	8.045244	4.57584	2.672231	0.878744	42.837
39.54384	11.50056	17.4411	24.3381	154.00644	8.220366	5.372976	3.298741	0.885617	57.332
29.63376	12.87468	15.6177	25.0518	129.87882	9.042597	4.480704	3.496118	0.841165	38.728
36.80064	9.39696	17.3289	30.1386	133.34409	8.432019	5.375856	2.870538	0.893229	47.829
33.91488	9.77748	13.94625	23.9682	131.33971	8.320158	4.239984	3.095815	0.84256	37.575
38.87784	11.7912	14.9703	36.468	141.10863	8.193636	4.732992	2.692722	0.920683	51.039
43.77744	11.33136	15.39315	31.2618	134.01129	7.789851	4.691184	2.711322	0.921733	55.386
39.25836	14.60832	17.79795	29.7819	134.97178	7.519878	5.217312	2.847257	0.912429	59.905
39.49632	9.44988	14.28975	30.6672	124.49535	7.857972	4.699824	3.128396	0.89398	43.54
32.75748	12.12948	16.94565	26.3334	159.09801	8.556111	5.374416	3.041813	0.86354	53.793
30.12552	13.30812	12.5259	36.2037	136.18247	7.361766	4.437456	3.202858	0.874256	39.905
32.45616	10.89276	16.7937	34.3671	159.13971	8.979336	5.143776	2.860277	0.891545	52.267
32.82084	12.399	12.909	28.0113	123.11786	6.979851	4.255872	3.391834	0.853649	36.244
28.98396	11.74368	12.42675	33.3759	147.07729	7.68528	5.439264	3.187048	0.855471	41.574
29.45952	10.17924	15.6309	34.7238	146.99389	8.215506	4.108848	2.817466	0.874476	42.163
36.1188	11.71728	18.2538	29.3724	129.25332	9.040167	4.617648	2.889138	0.894488	47.893
39.73392	9.92556	12.16245	34.5387	145.9083	7.68771	5.145216	2.766254	0.902276	48.807
43.26984	10.00476	16.96545	35.5296	127.37543	7.926093	4.849728	3.368584	0.94176	54.394
33.04296	11.69076	13.7877	26.2407	131.5496	9.176328	4.09296	2.898438	0.850237	38.763
42.0966	12.2616	12.2286	24.3645	130.50571	8.765253	4.855488	2.887278	0.875857	46.179
39.6864	12.02904	15.42615	31.9224	159.5998	8.53902	5.230272	3.55012	0.908182	57.653
30.45852	10.95612	13.30545	23.7303	122.15737	7.641459	4.591728	3.363934	0.826257	34.665
33.12216	13.93704	12.08985	26.4258	137.10126	8.563401	4.294752	3.445836	0.848244	41.42
43.68204	10.491	15.0099	29.0421	155.34223	8.227737	5.365776	3.25314	0.909643	59.889
29.84004	13.55124	17.9697	27.5622	152.21195	7.454187	5.305248	3.277351	0.862808	52.397
43.92	13.24464	14.6664	29.412	148.32968	8.46855	4.911696	3.356463	0.915036	62.314
30.09384	13.37676	14.0982	35.1993	144.11381	6.931251	5.168304	3.325742	0.876901	43.078
39.528	14.17488	15.0561	34.3539	126.70684	9.232299	5.068848	3.099535	0.918871	50.862
39.82932	12.01848	15.78285	26.994	158.88951	6.999291	4.833888	2.919859	0.890947	55.716
35.469	10.77648	14.01225	23.4396	126.99874	7.928523	5.109168	3.060444	0.849057	41.568
40.194	13.96344	14.3889	23.8095	124.20206	8.823654	5.011152	3.144206	0.878331	47.43
28.9998	14.43384	15.20145	25.8708	127.79243	8.976906	4.954944	3.154467	0.842896	39.419
30.91824	13.76268	12.9288	33.9045	138.22716	8.142606	5.335488	3.516578	0.870927	41.868
41.33556	9.74052	16.69455	35.4636	148.28798	7.65855	4.757472	2.856557	0.931841	54.389
33.67728	10.75536	11.7198	27.3375	124.16036	7.70958	5.169744	2.707602	0.846915	35.876
30.88656	14.61888	13.1931	32.7417	136.05737	7.532028	5.005392	2.992492	0.868801	41.627
35.05644	12.0132	16.2453	32.9136	139.35445	9.315	4.976592	3.098605	0.895943	49.66
31.21956	13.91592	11.7396	27.2319	127.04044	7.600149	4.842528	3.290371	0.841685	37.227
32.2182	13.70976	15.10245	36.2961	154.25664	8.49771	4.975152	2.724373	0.895012	52.28
41.39892	14.307	12.41355	34.4595	134.55478	8.49528	5.28216	2.821186	0.916227	50.777
38.21184	14.34408	16.03395	25.9104	131.5079	7.943103	4.175136	3.339723	0.88544	49.808
41.95404	11.19924	14.9769	32.5038	119.23559	8.020944	5.28792	2.816536	0.917016	46.05
28.39716	11.45292	16.57575	26.0295	138.26886	8.254467	5.430624	3.150747	0.841134	40.897
41.81112	12.64212	17.6988	28.4475	159.1828	8.137665	4.81512	3.031583	0.914176	67.225
40.32072	13.68864	18.08205	29.7027	140.89874	8.782263	5.367216	2.810026	0.916159	62.704
32.78916	13.74156	16.7739	33.8913	151.96036	9.115578	5.162544	3.462607	0.895074	54.611
28.58724	10.31664	12.0435	34.3272	130.83931	7.984494	4.53984	3.019462	0.854124	35.477
32.77332	12.98568	12.3012	31.4205	124.24376	7.028532	5.03424	2.749514	0.865138	37.354
32.15484	10.03656	17.01165	31.9623	120.52968	9.154458	4.949184	2.9357	0.880378	39.411
38.06928	13.39272	14.50125	26.5845	127.20863	9.132588	4.245744	3.483067	0.87898	45.618
38.92536	9.64536	13.69515	35.7147	124.57875	8.621721	4.345248	3.282001	0.909829	43.416
38.0376	14.55012	16.30485	31.8696	154.42344	7.763121	5.106288	3.470977	0.908819	60.525
39.9402	13.97928	12.6645	29.1345	156.25963	7.388496	4.173696	3.231719	0.889924	53.668
33.16968	10.47516	13.7613	24.2985	134.72158	8.650962	5.447904	3.424415	0.841052	39.664
29.6496	11.13588	17.7648	25.1178	152.12716	7.296075	5.113536	3.030653	0.847406	44.96
34.66008	11.42124	15.6573	28.0908	141.31713	7.636599	4.643616	3.282931	0.871787	47.58
28.38132	11.78064	15.99435	30.9711	118.6921	7.860402	5.174064	2.928229	0.85852	36.12
29.69712	11.28912	12.08325	25.9635	136.84967	7.826382	5.306688	3.088375	0.827065	37.913
36.92772	11.67492	12.8694	24.6684	151.91866	8.862534	5.125056	3.548229	0.856727	49.924
38.35476	10.2426	15.72345	35.1333	125.99794	6.89958	4.80936	3.270841	0.91432	45.837
38.40228	12.07668	15.8688	27.8661	118.7755	8.366328	4.159296	3.153537	0.888746	43.238
32.58324	13.79436	15.6639	30.7863	139.77284	7.308225	4.867008	3.55477	0.877474	48.46
32.20236	13.04388	18.14145	31.209	127.83413	8.804214	5.29656	2.839817	0.886743	47.382
40.57452	13.91064	16.10655	35.9394	123.57656	7.736391	4.212624	3.200068	0.933586	53.223
37.197	14.63472	14.64	28.4343	142.35963	8.770113	4.773312	3.460747	0.885248	51.459
30.10968	14.30172	14.1378	27.549	154.46514	7.123383	5.090448	2.776515	0.849091	45.224
29.2374	12.95928	15.11565	29.5176	158.59761	8.850384	5.138016	2.732743	0.854613	45.989
35.27856	13.84716	14.22375	28.4607	135.64037	9.239589	5.355696	3.076254	0.873956	48.061
28.69848	13.09668	12.9618	32.8608	156.30133	7.850682	5.084688	2.788605	0.856498	44.349
39.97188	13.05972	14.87775	33.4287	157.42862	6.945831	5.189904	2.900329	0.914595	57.046
43.3332	14.40216	13.65555	29.3856	133.59429	8.955036	5.321088	3.234509	0.91025	57.402
39.33756	12.21408	16.1793	23.4264	130.71421	7.777701	4.750272	2.970141	0.877277	47.441
41.922	13.87368	14.7588	28.1832	159.2245	8.689842	5.211552	2.917999	0.903381	64.581
33.471	11.85468	18.08865	31.4733	150.79137	7.057692	4.950624	2.825836	0.891077	52.81
31.02912	13.75212	14.49465	29.9538	118.98539	8.016084	5.179824	3.428166	0.86264	38.83
38.65572	12.34092	15.49875	29.6499	147.24409	8.093925	5.50272	3.045533	0.89565	53.302
36.05544	12.39372	17.6592	28.8966	121.48878	9.244449	4.54128	3.385324	0.890931	45.64
38.97288	10.73412	17.52705	30.4029	143.36182	8.52444	5.377296	3.523119	0.90613	53.244
40.70124	10.67076	17.22975	25.197	130.46401	9.091197	4.284672	3.367654	0.891514	49.131
40.41576	12.37788	15.48555	28.3947	126.24814	7.055262	4.397136	3.537069	0.898221	46.944
39.63888	10.29552	17.91675	27.06	146.367	8.424729	4.58304	3.56314	0.896659	53.154
43.39692	14.13792	13.42425	28.2096	152.58725	7.566048	4.835328	2.95616	0.904575	61.64
34.5492	11.66436	16.5624	31.7772	119.81939	9.015786	5.30376	3.458887	0.890104	44.034
